no,lat,lon,depth,mw,dt,east_km,north_km,t_days,g
11140,-8.46,116.88,19,3.999925705,2019-04-13 13:28:21,486.7913346287212,9064.845826430417,3391.2622569444443,2
11170,-8.45,116.75,10,4.653718304,2019-04-16 20:18:22,472.48117314739466,9065.944579620364,3394.546990740741,2
11185,-8.38,117.0,10,3.953761548,2019-04-18 12:41:19,500.0,9073.692169241895,3396.2295949074073,2
11205,-8.24,116.59,10,3.787173963,2019-04-21 11:44:44,454.84477862700743,9089.146466777089,3399.190300925926,2
11213,-8.14,116.4,10,3.755120127,2019-04-22 17:26:42,433.90207300461583,9100.175874782353,3400.427777777778,0
11225,-8.23,116.79,10,4.413122567,2019-04-24 12:54:40,476.8712760606556,9090.269082927514,3402.238865740741,2
11230,-8.24,116.8,10,4.055453938,2019-04-25 04:11:58,477.9732010409465,9089.164112312485,3402.8758796296297,2
11237,-8.2,116.21,10,4.031630287,2019-04-26 00:03:48,412.9829343253282,9093.506164470524,3403.7035416666668,0
11241,-8.2,116.24,10,3.872380424,2019-04-26 09:40:45,416.2875707328857,9093.512540310554,3404.1042013888887,0
11249,-8.21,116.12,11,3.855361375,2019-04-26 21:19:03,403.071307074646,9092.379903104778,3404.5891319444445,0
11261,-8.27,116.47,10,4.216361111,2019-04-28 13:43:23,441.6326987616471,9085.81420343764,3406.2726967592594,0
11263,-8.34,116.9,10,3.958277714,2019-04-28 22:56:14,488.98939876443836,9078.112916040187,3406.6566203703705,2
11268,-8.36,116.06,15,3.745644445,2019-04-29 19:57:22,396.5011901741303,9075.779793360127,3407.5324074074074,0
11275,-8.21,116.27,10,3.800068307,2019-04-30 13:11:25,419.59419544480727,9092.413056053434,3408.250497685185,0
11276,-8.24,116.11,11,3.742961779,2019-05-01 08:21:17,401.9771312358752,9089.06050384474,3409.0490162037036,0
11286,-8.29,116.44,10,3.875901155,2019-05-01 22:22:14,438.33190284466997,9083.598519628613,3409.6330092592593,0
11293,-8.29,116.14,12,3.927278893,2019-05-03 06:44:40,405.2934457784088,9083.539486520238,3410.981921296296,0
11294,-8.28,116.13,12,4.28556952,2019-05-03 06:48:01,404.1897061894256,9084.642742983206,3410.984247685185,0
11295,-8.29,116.12,10,3.803646061,2019-05-03 06:49:44,403.09080255677827,9083.534663818975,3410.985439814815,0
11296,-8.21,116.15,14,3.72185646,2019-05-03 07:53:59,406.3759325784719,9092.387028069232,3411.0300578703705,0
11297,-8.54,116.05,13,3.900558557,2019-05-03 08:16:17,395.4485380662714,9055.874794219948,3411.0455439814814,1
11300,-8.46,116.08,17,4.255496502,2019-05-04 14:20:16,398.7294452866397,9064.72823833394,3412.298310185185,1
11302,-8.25,116.17,10,4.207062653,2019-05-04 20:08:55,408.58817397410166,9087.969080978435,3412.5404282407408,0
11309,-8.29,116.81,10,4.032999549,2019-05-07 11:03:57,479.07718003580914,9083.636970906226,3415.1619791666667,2
11310,-8.25,116.84,10,3.961587576,2019-05-07 12:46:00,482.37901599887783,9088.060562934674,3415.232847222222,2
11333,-8.11,116.45,10,4.155944406,2019-05-14 06:19:38,439.4059045903959,9103.500416525196,3421.964537037037,0
11334,-8.19,116.46,10,4.283346202,2019-05-14 06:32:11,440.5194648688337,9094.657326956863,3421.973252314815,0
11341,-8.16,116.45,10,3.957354404,2019-05-15 09:01:30,439.41341364825894,9097.972556672394,3423.0769444444445,0
11347,-8.71,116.4,10,3.915075365,2019-05-18 01:16:33,433.9987662169548,9037.156831193703,3425.7540625,1
11382,-8.32,116.16,10,3.921468946,2019-05-22 01:53:15,407.50310245681203,9080.227258224666,3429.7795486111113,0
11388,-8.28,116.01,10,4.026770505,2019-05-23 06:53:07,390.97330095483034,9084.61184658361,3430.987789351852,0
11405,-8.23,116.62,10,4.239740055,2019-05-27 09:20:58,458.14781758340774,9090.255283129309,3435.090462962963,2
11419,-8.36,116.57,12,3.886584093,2019-05-30 14:57:16,452.65641911665034,9075.877410590912,3438.3240046296296,2
11439,-8.24,116.1,13,4.068821237,2019-06-05 10:27:42,400.87566371798306,9089.058037722561,3444.1368055555554,0
11448,-8.5,115.76,21,4.229049294,2019-06-07 22:51:01,363.5144089722297,9060.20736625697,3446.6529976851853,1
11457,-8.46,116.41,15,3.748724656,2019-06-11 16:08:30,435.05633551615426,9064.798666933388,3450.373472222222,1
11458,-8.23,116.42,10,4.034067496,2019-06-11 19:51:26,436.1197519465694,9090.22886579842,3450.528287037037,0
11462,-8.31,116.12,49,3.822057163,2019-06-12 20:51:14,403.0957057719363,9081.323348610735,3451.569814814815,0
11467,-8.22,116.27,10,4.358296141,2019-06-15 17:40:06,419.59620835099565,9091.307442294139,3454.4370833333332,0
11476,-8.36,116.57,10,4.283865195,2019-06-17 14:57:50,452.65641911665034,9075.877410590912,3456.3243981481482,2
11477,-8.35,116.75,11,4.671638475,2019-06-18 08:42:24,472.4741262604318,9077.000054653448,3457.0636805555555,2
11481,-8.26,116.25,14,4.544719172,2019-06-18 17:14:34,417.40154216019147,9086.880894433916,3457.419351851852,0
11486,-8.46,116.59,10,4.524762149,2019-06-20 20:36:22,454.87005412405,9064.824105568976,3459.559490740741,2
11488,-8.31,116.55,15,3.941244634,2019-06-21 12:41:59,450.44805574226274,9081.402784943135,3460.2300578703703,2
11568,-8.45,116.46,11,3.73683149,2019-07-12 18:57:28,440.5586680084168,9065.912239706031,3481.490810185185,1
11631,-8.14,116.71,10,3.827033015,2019-07-25 16:59:21,468.0531010746084,9100.21343187813,3494.408784722222,2
11635,-8.15,116.2,22,4.000848304,2019-07-26 12:30:35,411.8704072217897,9099.032129485578,3495.222141203704,0
11667,-8.66,116.19,19,3.869213949,2019-08-07 01:28:34,410.88524539796987,9042.642081649157,3506.7624074074074,1
11669,-8.79,116.17,14,3.745007361,2019-08-07 09:53:24,408.71632257204953,9028.263664165803,3507.1129861111112,1
11731,-8.21,116.62,11,3.860236011,2019-08-19 18:45:23,458.14572089194985,9092.466384847685,3519.4824189814813,2
11732,-8.35,116.16,16,3.88287877,2019-08-20 00:27:32,407.5101522558866,9076.910313248069,3519.7200231481484,0
11736,-7.96,117.14,28,4.845874765,2019-08-22 08:58:45,515.4294011474788,9120.121595967714,3522.0750347222224,2
11740,-7.91,117.16,10,3.939355214,2019-08-23 04:38:29,517.6357374394235,9125.648377794074,3522.8942939814815,2
11761,-8.58,117.05,10,3.8685188,2019-08-29 16:54:35,505.50189214760195,9051.580973685795,3529.405474537037,2
11796,-8.32,116.76,10,3.933273936,2019-09-08 21:05:22,473.57315364749036,9080.31736762388,3539.57962962963,2
11818,-8.53,116.03,10,3.858536104,2019-09-14 02:30:50,393.2444759164079,9056.975014067646,3544.805648148148,1
11844,-8.33,116.73,10,4.513120814,2019-09-20 21:22:19,470.27052989341763,9079.20969519419,3551.591400462963,2
11845,-8.29,116.73,10,3.929840801,2019-09-20 21:33:45,470.267518030476,9083.631871935557,3551.5993402777776,2
11875,-8.79,116.45,10,3.810842562,2019-09-27 06:34:13,439.5119550493538,9028.320340272849,3557.974664351852,1
11877,-8.53,116.05,10,3.806780199,2019-09-28 02:32:23,395.4458169384774,9056.980485465298,3558.806724537037,1
11896,-8.34,116.58,12,3.957372802,2019-10-01 14:41:57,453.75509804471903,9078.08972445914,3562.3133680555557,2
11911,-8.39,117.22,10,3.870591257,2019-10-02 16:51:24,524.2202804739463,9072.579847924706,3563.403263888889,2
11932,-8.48,116.07,12,4.146138076,2019-10-08 22:04:33,397.63387310915954,9062.514260288353,3569.6207291666665,1
11943,-8.32,116.32,10,3.720144971,2019-10-10 22:05:27,425.12245096685075,9080.261078775182,3571.6213541666666,0
11988,-8.33,117.14,10,4.022710459,2019-10-22 00:00:10,515.4152405634367,9079.217115004496,3582.7010185185186,2
12001,-8.47,116.92,10,3.998256394,2019-10-27 10:19:23,491.1944537608403,9063.741414916314,3588.1310300925925,2
12009,-8.4,116.73,10,3.951045557,2019-10-30 00:59:23,470.2758353053082,9071.470864530398,3590.742141203704,2
12019,-8.66,116.04,10,3.854541914,2019-11-01 05:11:18,394.38114469173377,9042.603694255178,3592.9170833333333,1
12026,-8.33,116.08,14,3.918156714,2019-11-03 21:06:59,398.69574630159036,9079.102006311126,3595.5807523148146,0
12032,-8.29,116.72,10,4.260978316,2019-11-04 16:49:41,469.16630668707097,9083.631109857099,3596.4020717592593,2
12055,-8.35,116.04,14,3.804587791,2019-11-07 18:58:08,394.29619901786265,9076.880168280573,3599.491273148148,0
12126,-8.42,116.01,10,4.48584278,2019-11-15 11:40:32,391.0121468245748,9069.132134419393,3607.187384259259,0
12161,-8.2,116.46,13,3.745954798,2019-11-19 05:15:25,440.5209501763642,9093.551753520689,3610.91994212963,0
12210,-8.36,116.56,10,4.109641663,2019-11-26 06:15:26,451.5553849760929,9075.876195195824,3617.9616203703704,2
12230,-8.27,116.75,10,3.810887345,2019-11-30 20:55:21,472.4685487513132,9085.84439463169,3622.572673611111,2
12233,-8.21,116.31,11,3.896013138,2019-12-01 17:28:12,424.00020460544835,9092.420853225673,3623.4288194444443,0
12235,-8.28,116.31,10,4.102581823,2019-12-01 19:19:03,424.0135710045923,9084.68161019348,3623.505798611111,0
12245,-8.22,116.29,10,3.851927574,2019-12-02 22:55:13,421.79916237039686,9091.311400487097,3624.655914351852,0
12246,-8.31,116.26,10,3.807599558,2019-12-02 23:05:50,418.5132032425155,9081.354852263114,3624.663287037037,0
12272,-8.48,116.94,10,3.92933626,2019-12-08 08:30:07,493.39601184727474,9062.636268896906,3630.055150462963,2
12274,-8.49,116.9,10,4.128872306,2019-12-08 12:58:07,488.99363433946263,9061.52981862982,3630.241261574074,2
12282,-8.46,116.91,10,4.323639568,2019-12-08 20:52:07,490.0935040233994,9064.846716727672,3630.570428240741,2
12283,-8.47,116.91,10,3.769437756,2019-12-08 21:19:23,490.09375965753713,9063.741174401921,3630.589363425926,2
12288,-8.53,116.84,10,3.943358645,2019-12-09 06:18:56,482.3916289614385,9057.105415659249,3630.964050925926,2
12292,-8.5,116.91,10,3.97701383,2019-12-10 04:04:50,490.0945283594162,9060.424544035144,3631.870925925926,2
12302,-8.07,117.06,18,3.762747929,2019-12-13 14:27:07,506.61081967029975,9107.963041444584,3635.3030671296297,2
12305,-8.49,116.9,10,4.017072315,2019-12-14 10:25:10,488.99363433946263,9061.52981862982,3636.1350462962964,2
12306,-8.47,116.92,10,3.901992169,2019-12-14 10:29:33,491.1944537608403,9063.741414916314,3636.138090277778,2
12307,-8.43,116.91,10,4.234655693,2019-12-14 10:52:36,490.0927389205546,9068.163340324472,3636.1540972222224,2
12319,-8.45,116.13,15,3.788576416,2019-12-17 10:58:03,404.2312302414301,9065.846551929566,3639.1578819444444,0
12354,-8.2,116.5,10,3.952532356,2019-12-23 19:21:45,444.92691805687906,9093.557457026196,3645.507673611111,0
12356,-8.32,116.27,10,4.190249127,2019-12-23 23:14:15,419.61647129643353,9080.25127492137,3645.6691319444444,0
12417,-8.65,116.3,10,3.7164,2020-01-09 17:20:09,422.98584048689764,9043.771727128662,3662.4232291666667,1
12425,-8.39,116.18,18,3.940588,2020-01-12 11:30:56,409.7216523711758,9072.492367124316,3665.1807175925924,0
12429,-8.29,116.74,10,3.885908,2020-01-13 23:56:16,471.3687284999645,9083.632606301077,3666.698310185185,2
12454,-8.35,116.93,10,3.874972,2020-01-18 23:42:43,492.29277708640586,9077.008091741784,3671.688900462963,2
12482,-8.27,116.03,14,3.935093061,2020-01-27 18:34:19,393.1733713369506,9085.72295627346,3680.4747337962963,0
12496,-8.47,116.57,17,3.948870139,2020-02-01 04:33:50,452.669775882896,9063.716160346354,3684.891064814815,2
12506,-8.32,116.11,19,3.969598535,2020-02-03 16:58:44,401.99691957357817,9080.215228625962,3687.4083564814814,0
12548,-8.32,115.97,10,3.756098128,2020-02-14 02:27:42,386.5792115377055,9080.177844810862,3697.8034722222224,0
12551,-8.35,115.98,10,3.874799724,2020-02-14 09:22:35,387.6890581996672,9076.86358785344,3698.0915856481483,0
12556,-8.44,115.94,10,3.981942373,2020-02-15 06:23:28,383.3111142554488,9066.900500581287,3698.967199074074,0
12561,-8.35,116.17,11,3.941837877,2020-02-16 16:29:19,408.61129659318016,9076.912643832748,3700.3879282407406,0
12562,-8.31,116.14,18,3.91115107,2020-02-16 19:13:42,405.2982375150899,9081.328182620717,3700.5020833333333,0
12591,-8.35,116.6,10,4.21198997,2020-02-26 05:53:54,455.9583917946614,9076.986449942884,3709.9466666666667,2
12616,-8.47,116.22,13,4.261166715,2020-03-02 16:14:20,414.14339700473516,9063.656238128495,3715.377523148148,1
12621,-8.29,116.84,10,4.201980746,2020-03-04 16:35:05,482.38079225071266,9083.638425766956,3717.3919328703705,2
12647,-8.39,115.99,10,4.377663984,2020-03-08 12:11:32,388.8016064901252,9072.4436158839,3721.208912037037,0
12707,-8.34,115.92,10,3.856798225,2020-03-17 23:27:56,381.0787733024488,9077.951725722218,3730.678634259259,0
12733,-8.36,116.09,10,3.976703049,2020-03-19 18:37:43,399.80461591010385,9075.787548036782,3732.4770949074073,0
12734,-8.25,116.01,11,4.528822164,2020-03-19 18:57:46,390.9650610169602,9087.928914038435,3732.4910185185186,0
12758,-8.46,116.26,10,4.508638746,2020-03-23 22:29:15,418.54443971343085,9064.770471106922,3736.6378819444444,1
12821,-8.25,116.63,10,4.491108902,2020-04-04 08:51:13,459.2512522327566,9088.045213563873,3748.069803240741,2
12866,-8.4,116.92,13,4.848473951,2020-04-15 23:37:46,491.19286874789583,9071.480197448118,3759.685462962963,2
12873,-8.27,116.05,10,4.388427292,2020-04-17 06:39:43,395.3761791022321,9085.728265612759,3760.978483796296,0
12880,-8.09,116.46,10,4.097409577,2020-04-20 11:08:52,440.50471084611837,9105.713031635303,3764.1653935185186,0
12891,-8.34,116.1,14,4.255121467,2020-04-26 19:19:11,400.90070718801417,9078.001409208777,3770.505891203704,0
12912,-8.33,116.96,11,4.298737394,2020-05-01 20:07:54,495.59564943527954,9079.219620734202,3775.5397222222223,2
12931,-8.32,116.0,10,4.343042564,2020-05-10 01:01:01,389.88305808896763,9080.186314801984,3783.743275462963,0
12939,-8.27,116.17,10,4.062327751,2020-05-10 22:08:23,408.5927763575737,9085.75779788036,3784.6233912037037,0
12940,-8.3,115.99,10,4.533446232,2020-05-10 22:09:59,388.77614454867165,9082.39491542981,3784.624502314815,0
12941,-8.18,115.96,12,3.78428771,2020-05-10 22:36:25,385.4375994315144,9095.654833807204,3784.6428587962964,0
12952,-8.29,115.99,10,4.708684649,2020-05-12 00:20:53,388.77333228257186,9083.500612688758,3785.7154050925924,0
12953,-8.31,115.98,10,4.199288293,2020-05-12 01:14:16,387.6776500843456,9081.286397602264,3785.752476851852,0
12954,-8.31,115.96,10,4.160366039,2020-05-12 02:13:23,385.4750199512337,9081.280674143165,3785.7935300925924,0
12956,-8.32,116.01,10,3.988814836,2020-05-12 10:12:41,390.9843337572279,9080.189082472225,3786.126377314815,0
12957,-8.41,115.95,11,3.885638265,2020-05-12 10:33:36,384.4031644553546,9070.220629307894,3786.1409027777777,0
12959,-8.1,116.22,10,3.772005654,2020-05-12 15:47:01,414.06314323596104,9104.56454274399,3786.3585532407405,0
12960,-8.33,116.0,11,3.756382848,2020-05-13 03:31:27,389.8858525002561,9079.080619197046,3786.8477430555554,0
12977,-8.18,116.37,20,3.822755599,2020-05-18 17:21:29,430.60395320590266,9095.748496841323,3792.4241550925926,0
12978,-8.09,116.34,28,4.087142964,2020-05-18 17:23:48,427.2830214568714,9105.69354602842,3792.425763888889,0
12983,-8.12,115.96,11,3.906632357,2020-05-21 06:55:51,385.42052614428064,9102.28903117204,3794.9896875,0
12985,-8.8,116.05,16,3.987173227,2020-05-21 21:45:24,395.5203983905399,9027.126625706525,3795.6074305555558,1
12986,-8.88,116.08,10,3.849471053,2020-05-21 22:54:54,398.8418598771941,9018.289269347471,3795.6556944444446,1
12993,-8.32,116.61,10,3.847623098,2020-05-26 03:46:41,457.0561759400879,9080.304227580596,3799.858321759259,2
13001,-8.47,116.04,11,4.311019639,2020-05-28 07:23:15,394.3287164587332,9063.611918486378,3802.008715277778,1
13002,-8.45,115.97,10,3.931361281,2020-05-28 09:46:06,386.61689713456957,9065.803631219695,3802.107916666667,0
13010,-8.38,116.19,16,4.12342177,2020-06-03 04:32:37,410.82039948608457,9073.60029547113,3807.8902199074073,0
13013,-8.36,116.02,14,3.760929525,2020-06-04 15:20:54,392.09657981058695,9075.769062386582,3809.3404166666664,0
13023,-8.36,116.59,10,4.440780312,2020-06-10 08:35:39,454.8584832584342,9075.87975755325,3815.0589930555557,2
13050,-8.23,116.74,10,4.161944247,2020-06-14 21:52:54,471.3644040418571,9090.265849705804,3819.612638888889,2
13051,-8.24,115.98,10,3.729454415,2020-06-15 09:17:48,387.6578168317855,9089.026294022777,3820.088263888889,0
13061,-8.23,116.78,10,4.36007703,2020-06-16 18:05:48,475.76990314692483,9090.268491318155,3821.4549305555556,2
13068,-8.54,116.02,10,3.757964104,2020-06-19 01:24:29,392.1466078247416,9055.866534973202,3823.7595717592594,1
13079,-8.38,117.16,10,4.153130431,2020-06-25 15:22:48,517.6151799789419,9073.688584753376,3830.341736111111,2
13101,-8.41,116.01,12,4.018208076,2020-07-06 05:43:20,391.0093506654519,9070.237831665294,3840.9393287037037,0
13124,-8.42,117.04,16,4.138479675,2020-07-19 11:41:40,504.4033388281991,9069.26979474034,3854.1881712962963,2
13137,-8.25,116.02,17,3.96208559,2020-07-29 10:52:09,392.0665282497308,9087.931631468493,3864.153784722222,0
13240,-8.37,116.01,10,4.336290735,2020-08-11 03:29:26,390.99819903293405,9074.660615214823,3876.8463425925925,0
13457,-8.33,116.28,11,4.511246692,2020-09-12 15:11:05,420.71968355879716,9079.14767395691,3909.333599537037,0
13463,-8.46,116.84,10,4.313553683,2020-09-14 15:31:29,482.38843652623626,9064.844243676278,3911.3477662037035,2
13533,-8.85,116.82,10,3.718311844,2020-09-26 04:00:39,480.20736843010775,9021.726554437166,3922.8680208333335,1
13564,-8.63,116.91,10,3.703978272,2020-10-02 22:53:30,490.0978905872864,9046.052419979398,3929.654722222222,2
13585,-8.36,117.03,12,3.999131112,2020-10-14 04:34:03,503.303010776195,9075.90311487848,3940.891215277778,2
13601,-8.23,116.01,11,4.057048028,2020-10-20 19:02:01,390.95958423286345,9090.140289670753,3947.4939699074075,0
13602,-8.18,116.49,11,3.737292894,2020-10-20 20:02:52,443.8226247402445,9095.767208370298,3947.536226851852,0
13653,-8.46,115.98,15,3.926462647,2020-11-17 17:21:03,387.7207110727034,9064.70081643587,3975.423854166667,0
13654,-8.32,115.97,19,3.778554695,2020-11-17 22:44:17,386.5792115377055,9080.177844810862,3975.648321759259,0
13832,-8.29,116.53,10,4.050098981,2020-12-11 12:51:06,448.24308206870944,9083.611364731072,3999.236388888889,2
13882,-8.35,116.05,10,3.805269122,2020-12-26 15:52:16,395.3973780963793,9076.88283394295,4014.362199074074,0
13940,-7.97,117.25,17,4.120574579,2021-01-07 13:54:28,527.5518917230377,9119.010358408841,4026.2803935185184,2
13954,-8.3,116.22,10,4.713049737,2021-01-10 22:40:16,414.10608152030943,9082.4520379194,4029.6455324074072,0
14064,-8.42,116.75,22,3.962110902,2021-02-09 19:28:18,472.47905033229756,9069.261228004621,4059.512222222222,2
14128,-8.32,116.8,15,3.810673716,2021-02-28 13:28:18,477.97764702068906,9080.319814835686,4078.262222222222,2
14141,-8.3,117.15,13,3.895405859,2021-03-02 07:02:49,516.5175871976181,9082.533320128532,4079.994525462963,2
14248,-8.3,117.0,10,4.413148671,2021-03-18 19:38:25,500.0,9082.536441327311,4096.519247685185,2
14253,-8.62,116.63,11,3.702340108,2021-03-19 11:47:08,459.29000134279926,9047.139435559382,4097.191967592593,1
14264,-8.45,116.91,16,3.744217608,2021-03-19 19:39:03,490.0932486891849,9065.952258489582,4097.5196875,2
14274,-8.19,116.46,18,3.814969972,2021-03-22 13:38:18,440.5194648688337,9094.657326956863,4100.269166666667,0
14345,-8.83,116.37,10,4.429953341,2021-03-31 18:57:21,430.7208233409198,9023.883994458249,4109.490729166667,1
14367,-8.01,116.84,13,3.700770675,2021-04-05 13:27:58,482.3685377617534,9114.593202615762,4114.261990740741,2
14371,-8.35,116.13,12,3.907610004,2021-04-06 19:15:06,404.2067028118134,9076.903153965923,4115.503055555556,0
14415,-8.44,116.94,12,3.769914123,2021-04-17 14:09:17,493.3953305569152,9067.058434154269,4126.290682870371,2
14477,-8.26,116.04,19,4.328244224,2021-04-25 16:39:37,394.2721133986749,9086.831304418247,4134.395081018519,0
14537,-8.51,116.87,22,3.778529972,2021-05-03 19:28:17,485.69246134778155,9059.317748723264,4142.5122106481485,2
14544,-8.33,116.96,10,4.204420144,2021-05-05 18:20:57,495.59564943527954,9079.219620734202,4144.465451388889,2
14567,-8.33,116.47,10,3.88027713,2021-05-07 23:37:38,441.6415568845851,9079.18073888953,4146.68537037037,0
14575,-8.76,116.59,10,3.761028413,2021-05-08 18:36:35,454.9055864070785,9031.656810381739,4147.47630787037,1
14603,-8.35,116.77,12,3.776105043,2021-05-20 09:05:34,474.6762080613075,9077.00139417622,4159.079768518519,2
14676,-8.38,116.08,13,4.426483945,2021-06-04 13:00:08,398.708646109428,9073.573644913266,4174.242662037037,0
14691,-8.08,116.68,21,3.729595307,2021-06-06 15:15:55,464.74299139541654,9106.844169196695,4176.336956018518,2
14702,-8.39,116.22,13,3.907401373,2021-06-08 13:51:56,414.1257431707347,9072.501340143017,4178.278634259259,0
14722,-8.38,116.8,13,3.940850502,2021-06-14 03:11:02,477.9810095084794,9073.686568468487,4183.833564814815,2
14733,-8.41,117.22,10,4.094241896,2021-06-19 00:47:50,524.2190402260758,9070.36875749971,4188.73412037037,2
14743,-8.47,117.17,13,3.859878157,2021-06-22 06:16:42,518.711806343452,9063.738231629284,4191.9625,2
14817,-8.3,116.76,13,3.702529467,2021-07-04 12:44:47,473.57181504684866,9082.528451023312,4204.232002314815,2
14878,-8.5,116.92,10,3.807335291,2021-07-19 13:52:01,491.1951370511088,9060.424785376443,4219.278692129629,2
14909,-8.2,116.37,13,3.86952871,2021-07-29 04:44:21,430.60741691392116,9093.537316256612,4228.898368055556,0
14945,-8.3,116.71,15,3.989597728,2021-08-12 04:59:10,468.0659017304401,9082.524774889873,4242.908657407407,2
15000,-8.86,116.9,10,4.137866741,2021-08-27 09:30:47,489.00440259393014,9020.624296205204,4258.097280092593,1
15075,-8.31,117.18,11,3.81893578,2021-09-15 17:00:52,519.8206125767513,9081.426409466056,4277.409837962963,2
15076,-8.27,117.17,12,4.566550741,2021-09-15 19:00:44,518.7213560280372,9085.849039284167,4277.493078703704,2
15080,-8.29,117.18,14,3.890056842,2021-09-15 19:53:26,519.8216153207466,9083.637483571873,4277.529675925926,2
15082,-8.32,117.24,10,3.988300701,2021-09-16 02:41:45,526.4268463525096,9080.31736762388,4277.813229166667,2
15084,-8.27,117.24,12,3.909376656,2021-09-16 07:59:50,526.4301868532091,9085.845071979276,4278.03412037037,2
15087,-8.28,117.23,11,3.946049313,2021-09-16 08:33:09,525.3282845064514,9084.740182675883,4278.057256944445,2
15089,-8.29,117.21,13,4.474297715,2021-09-16 08:55:57,523.1252311283595,9083.63586243834,4278.073090277778,2
15092,-8.2,117.23,10,4.177287283,2021-09-16 10:57:10,525.3333728605229,9093.584479317316,4278.157268518518,2
15093,-8.28,117.23,10,4.692902754,2021-09-16 11:39:00,525.3282845064514,9084.740182675883,4278.186319444444,2
15094,-8.43,117.21,15,3.771863699,2021-09-16 12:15:35,523.116983226321,9068.15827041109,4278.211724537037,2
15099,-8.29,117.23,10,4.274424884,2021-09-16 16:09:03,525.3276450113464,9083.634643121099,4278.373854166667,2
15102,-8.27,116.55,10,3.995432306,2021-09-17 08:54:32,450.4430478098845,9085.825041492222,4279.072106481482,2
15124,-8.53,117.25,14,3.98083367,2021-09-23 13:16:28,527.513129355195,9057.100159142065,4285.25400462963,2
15154,-8.32,116.92,11,3.803978145,2021-09-27 14:03:14,491.1910733028915,9080.324486755544,4289.286481481481,2
15164,-8.35,116.01,10,3.856865147,2021-09-30 14:56:24,390.9926430201804,9076.872003737944,4292.323402777778,0
15244,-8.45,117.0,21,3.733670803,2021-10-09 20:15:53,500.0,9065.953401841685,4301.545266203703,2
15265,-8.14,116.84,11,3.922469984,2021-10-13 04:50:44,482.37417531997426,9100.221394900986,4304.9028009259255,2
15269,-8.01,117.16,18,3.901972664,2021-10-14 17:57:05,517.6314622382466,9114.593202615762,4306.448877314815,2
15283,-8.16,116.89,10,4.719669129,2021-10-20 09:21:12,487.8828553400691,9098.012181451038,4312.090625,2
15389,-8.21,116.78,10,3.803115219,2021-11-18 16:15:54,475.7686893021239,9092.479561819242,4341.378611111111,2
15392,-8.89,116.88,10,3.935509871,2021-11-20 04:38:16,486.80635198609036,9017.30694487569,4342.894143518519,1
15413,-8.33,116.03,17,3.857137762,2021-11-25 04:04:39,393.1895860535978,9079.08884832074,4347.870798611111,0
15498,-8.2,116.47,13,3.743388408,2021-12-13 02:56:59,441.62244469036847,9093.553220533797,4365.823807870371,0
15756,-8.3,116.93,10,4.68871486,2021-12-15 16:12:42,492.29179928619044,9082.535761601075,4368.376388888889,2
15924,-8.21,116.46,11,4.431048922,2021-12-19 15:49:55,440.52243728468073,9092.446179542247,4372.36056712963,0
15962,-8.28,117.08,10,4.154059189,2021-12-22 00:46:36,508.8098180192872,9084.746618073346,4374.733263888889,2
15972,-8.28,116.43,10,4.031886209,2021-12-23 07:44:19,437.22906713333174,9084.702537558915,4376.023344907408,0
16008,-8.43,116.95,15,3.738175735,2021-12-28 06:00:41,494.4959675746598,9068.16412897356,4380.951377314815,2
16043,-8.59,116.72,11,3.701480753,2022-01-02 02:41:22,469.1900962828469,9050.464539495144,4385.812962962963,2
16224,-7.9,116.8,14,3.713836904,2022-01-16 05:14:16,477.9547818583028,9126.751988584056,4399.9191435185185,2
16319,-8.27,116.84,10,3.811406966,2022-01-24 13:55:43,482.3799030579078,9085.849495453282,4408.281261574074,2
16320,-8.43,116.81,10,3.911765695,2022-01-24 13:58:13,479.0846424084209,9068.159397062454,4408.282997685185,2
16323,-8.77,116.15,10,4.539996968,2022-01-24 21:14:14,406.51155490982325,9030.47008733177,4408.585787037037,1
16393,-8.39,116.98,10,3.774231392,2022-02-02 18:29:13,497.7981614924826,9072.58657665106,4417.471192129629,2
16452,-8.42,116.0,13,3.865392263,2022-02-13 00:24:49,389.9111522363694,9069.129334437092,4427.718136574074,0
16453,-8.48,116.03,17,3.878344497,2022-02-13 00:48:19,393.2306322010498,9062.503493143855,4427.734456018518,1
16470,-8.51,116.91,10,3.754483383,2022-02-14 17:49:17,490.09478519317327,9059.318999447554,4429.443460648148,2
16513,-8.07,116.3,14,3.887400802,2022-02-19 16:40:49,422.8719286022197,9107.89738372091,4434.395914351852,0
16780,-8.34,116.88,11,3.862207323,2022-03-03 13:20:15,486.787275670913,9078.112302813704,4446.256631944444,2
16787,-8.54,117.06,17,3.974049816,2022-03-03 21:51:30,506.60296021912023,9056.003004041519,4446.611666666667,2
16827,-8.27,116.69,10,4.400358757,2022-03-07 06:37:40,465.86094424823136,9085.839749940118,4449.977060185185,2
16835,-8.43,115.99,10,3.961944397,2022-03-08 11:39:52,388.8130104589088,9068.020802018378,4451.1869212962965,0
16889,-8.35,116.96,10,3.96613433,2022-03-15 03:22:21,495.59587333231315,9077.008552196457,4457.841423611111,2
16922,-8.29,116.83,10,3.933018849,2022-03-21 15:40:36,481.27958874010164,9083.637968525425,4464.354097222223,2
17346,-8.3,116.26,10,3.712892363,2022-06-03 20:19:33,418.5111405468745,9082.46047328945,4538.5478125,0
