no,lat,lon,depth,mw,dt,east_km,north_km,t_days,g
8714,-8.19,116.38,35,4.2632,2018-08-09 08:17:36,431.70722295138904,9094.644618631068,3144.0464583333332,0
8715,-8.28,116.07,10,4.2632,2018-08-09 08:29:20,397.5815577718101,9084.627793328156,3144.0546064814816,0
8717,-8.35,116.15,10,3.77108,2018-08-09 09:05:01,406.40900520146624,9076.907954742275,3144.079386574074,0
8718,-8.27,116.5,10,4.09916,2018-08-09 09:06:54,444.93659163412997,9085.818475094262,3144.0806944444444,0
8722,-8.7,116.03,11,3.7164,2018-08-09 10:00:18,393.29214899666704,9038.178081467173,3144.117777777778,1
8729,-8.51,116.13,18,3.77108,2018-08-09 12:13:47,404.2460858961508,9059.212564330355,3144.210474537037,1
8731,-8.08,116.46,16,4.2632,2018-08-09 14:27:10,440.503245350037,9106.818599148986,3144.303101851852,0
8737,-8.19,116.2,11,4.09916,2018-08-09 17:35:25,411.8791831310268,9094.609614429546,3144.4338310185185,0
8751,-8.33,116.58,10,4.71868,2018-08-09 20:33:03,453.75392323389383,9079.195286836888,3144.5571875,2
8752,-8.21,116.2,10,4.42724,2018-08-09 20:55:23,411.88358709459203,9092.398353689036,3144.572696759259,0
8754,-8.29,116.43,19,3.7164,2018-08-09 21:09:51,437.23065207701035,9083.596953808243,3144.5827430555555,0
8755,-8.28,116.03,11,3.9898,2018-08-09 21:11:54,393.17606570341167,9084.617272958065,3144.5841666666665,0
8766,-8.23,116.19,14,3.9898,2018-08-10 02:05:00,410.7865313422868,9090.184875370505,3144.7877083333333,0
8767,-8.2,116.51,12,4.37256,2018-08-10 02:10:34,446.0284058952487,9093.558814342066,3144.791574074074,0
8768,-8.1,116.35,13,3.88044,2018-08-10 02:39:20,428.3866061618712,9104.589729346177,3144.811550925926,0
8770,-8.22,116.08,32,3.7164,2018-08-10 06:03:24,398.6676366736086,9091.264353866487,3144.953263888889,0
8771,-8.25,116.16,13,3.88044,2018-08-10 06:11:59,407.486750953148,9087.966777527781,3144.9592245370372,0
8772,-8.59,116.13,10,3.93512,2018-08-10 06:22:33,404.26605580038193,9050.367216474357,3144.9665625,1
8775,-8.29,116.04,10,3.93512,2018-08-10 07:04:58,394.2801131283801,9083.514263881938,3144.9960185185187,0
8779,-8.34,116.66,10,3.77108,2018-08-10 09:14:20,462.5637622416088,9078.098198418096,3145.0858564814816,2
8780,-8.3,116.46,10,3.77108,2018-08-10 09:22:26,440.5359022878501,9082.495989227902,3145.0914814814814,0
8781,-8.31,116.41,15,3.82576,2018-08-10 09:36:44,435.03143200610424,9081.38256232982,3145.101412037037,0
8782,-8.31,116.44,14,3.82576,2018-08-10 09:38:05,438.33502271238314,9081.387354155824,3145.102349537037,0
8783,-8.2,116.45,14,4.2632,2018-08-10 09:59:44,439.4194539124253,9093.550259082733,3145.1173842592593,0
8784,-8.42,116.57,10,4.37256,2018-08-10 10:40:00,452.66368312784726,9069.244009736905,3145.1453472222224,2
8788,-8.3,116.02,13,3.7164,2018-08-10 13:36:09,392.08013903300673,9082.403199041593,3145.267673611111,0
8793,-8.08,116.48,10,4.79814,2018-08-10 15:57:37,442.7068884854483,9106.821464352117,3145.3659143518516,0
8794,-8.58,116.14,10,3.9898,2018-08-10 16:08:51,405.3640483489069,9051.47536579565,3145.3737152777776,1
8795,-8.58,116.13,10,3.7164,2018-08-10 16:35:45,404.2635494156504,9051.47288690701,3145.3923958333335,1
8797,-8.32,116.0,10,3.93512,2018-08-10 17:37:01,389.88305808896763,9080.186314801984,3145.4349421296297,0
8798,-8.4,115.96,10,3.7164,2018-08-10 17:59:47,385.50126980005103,9071.32927985261,3145.450752314815,0
8800,-8.25,116.26,10,3.9898,2018-08-10 19:16:37,418.50086407944326,9087.98857026795,3145.5041087962964,0
8805,-8.41,116.1,16,4.20852,2018-08-10 20:59:39,400.9184161615305,9070.2617370074,3145.575659722222,0
8808,-8.65,116.04,11,3.82576,2018-08-10 22:08:01,394.3783565216734,9043.709395276466,3145.623136574074,1
8809,-8.29,116.27,10,3.7164,2018-08-10 22:09:07,419.6103668548411,9083.56813083632,3145.623900462963,0
8810,-8.36,116.59,10,4.37256,2018-08-10 22:21:04,454.8584832584342,9075.87975755325,3145.632199074074,2
8811,-8.26,116.08,11,3.9898,2018-08-10 23:14:02,398.67781540591625,9086.84168955277,3145.6689814814813,0
8812,-8.74,116.11,10,3.77108,2018-08-10 23:30:08,402.10392332467575,9033.776957578839,3145.680162037037,1
8814,-8.6,116.08,12,3.7164,2018-08-10 23:36:30,398.7663160629639,9049.248692007299,3145.684583333333,1
8817,-8.2,116.21,10,4.09916,2018-08-11 01:50:59,412.9829343253282,9093.506164470524,3145.777974537037,0
8818,-8.29,116.16,18,3.7164,2018-08-11 01:56:25,407.4960778640048,9083.544198314203,3145.781747685185,0
8819,-8.26,116.37,10,3.7164,2018-08-11 04:29:20,430.6178584596572,9086.903761509477,3145.8879398148147,0
8820,-8.29,116.69,10,4.15384,2018-08-11 04:59:59,465.86266708971556,9083.628657342937,3145.909224537037,2
8822,-8.59,116.14,16,3.7164,2018-08-11 09:08:58,405.3665259139015,9050.369698165483,3146.0821296296294,1
8823,-8.6,116.07,10,3.82576,2018-08-11 10:56:40,397.6658574892479,9049.246035107848,3146.1569212962963,1
8830,-8.01,116.46,10,4.09916,2018-08-11 15:31:03,440.4930373160511,9114.557556813654,3146.3474652777777,0
8831,-8.19,116.32,10,4.48192,2018-08-11 15:42:08,425.0979580225689,9094.633936835493,3146.355162037037,0
8832,-8.64,116.19,12,3.77108,2018-08-11 15:57:29,410.8805433716364,9044.853397172437,3146.3658217592592,1
8835,-8.62,116.08,10,3.7164,2018-08-11 18:29:44,398.7716323684815,9047.03731935391,3146.471550925926,1
8836,-8.85,116.2,10,3.82576,2018-08-11 18:39:37,412.03014590557126,9021.636847864465,3146.478414351852,1
8837,-8.28,116.45,12,4.31788,2018-08-11 18:53:54,439.4316224766315,9084.705637841938,3146.4883333333332,0
8842,-8.2,116.45,10,3.93512,2018-08-11 20:38:24,439.4194539124253,9093.550259082733,3146.5609027777778,0
8843,-8.27,116.27,10,3.88044,2018-08-11 20:52:59,419.60630939708545,9085.779365391862,3146.5710300925925,0
8847,-8.32,116.65,15,4.15384,2018-08-12 00:59:16,461.4607265810355,9080.308343437126,3146.742060185185,2
8850,-8.37,116.02,15,3.7164,2018-08-12 05:06:02,392.0993313764092,9074.663371053459,3146.913425925926,0
8853,-8.27,116.16,10,3.9898,2018-08-12 07:15:32,407.491408806512,9085.755489000658,3147.0033564814817,0
8855,-8.19,116.43,10,4.2632,2018-08-12 13:45:44,437.2148881674001,9094.652766783442,3147.2743287037038,0
8856,-8.17,116.69,10,3.7164,2018-08-12 15:00:30,465.8523920586189,9096.895180026457,3147.32625,2
8859,-8.39,116.54,10,3.93512,2018-08-12 15:29:16,449.35719092150555,9072.556969650343,3147.346226851852,2
8862,-8.37,116.35,28,3.9898,2018-08-12 16:38:35,428.4351142992893,9074.73861278603,3147.394363425926,0
8871,-8.29,116.15,13,4.59128,2018-08-13 01:42:23,406.3947631970194,9083.541856280453,3147.772002314815,0
8876,-8.71,116.29,10,3.9898,2018-08-13 11:06:53,421.8979911471769,9037.135881729724,3148.164016203704,1
8877,-8.4,116.55,10,3.88044,2018-08-13 11:57:28,450.4594113500398,9071.452675420283,3148.1991435185187,2
8881,-8.54,116.9,17,4.04448,2018-08-13 14:01:42,488.99506286034256,9056.002091313423,3148.2854166666666,2
8882,-8.37,116.12,25,3.93512,2018-08-13 14:22:41,403.1104858355034,9074.68938997665,3148.299988425926,0
8884,-8.37,116.1,32,4.09916,2018-08-13 14:33:21,400.9082787454871,9074.68441010447,3148.3073958333334,0
8885,-8.12,117.1,19,3.7164,2018-08-13 15:08:08,511.01667773329035,9102.43456655246,3148.331550925926,2
8887,-8.34,116.03,40,3.88044,2018-08-13 15:46:04,393.1922998266673,9077.983161776794,3148.3578935185187,0
8888,-8.53,116.08,26,3.88044,2018-08-13 15:48:47,398.74780555872366,9056.988478740837,3148.3597800925927,1
8890,-8.51,116.09,29,3.88044,2018-08-13 16:07:05,399.8432585381537,9059.20244285921,3148.372488425926,1
8891,-8.53,116.1,42,3.82576,2018-08-13 16:21:04,400.9491164069717,9056.993665048569,3148.382199074074,1
8896,-8.49,116.18,23,3.77108,2018-08-13 21:57:33,409.7448790225986,9061.435880243745,3148.6158680555554,1
8897,-8.47,116.07,15,4.09916,2018-08-13 23:29:34,397.6312278902747,9063.619942127341,3148.6797685185184,1
8899,-8.23,116.05,10,3.7164,2018-08-14 00:37:08,395.36565563430105,9090.150968550748,3148.726689814815,0
8910,-8.35,116.69,10,4.04448,2018-08-14 15:41:24,465.8678604177379,9076.99536629839,3149.3546527777776,2
8914,-8.6,115.93,10,3.77108,2018-08-14 20:31:48,382.2591079455251,9049.205821075026,3149.5563194444444,1
8919,-8.55,116.11,10,3.82576,2018-08-15 02:03:25,402.0548688176464,9054.784868182833,3149.786608796296,1
8922,-8.25,116.23,10,3.9898,2018-08-15 03:10:56,415.19665678062404,9087.982322184458,3149.83349537037,0
8924,-8.39,116.59,10,3.77108,2018-08-15 04:43:10,454.86194016927016,9072.563067811157,3149.8975462962962,2
8925,-8.21,116.6,10,4.71868,2018-08-15 09:04:10,455.9428304002589,9092.464243559865,3150.0787962962963,2
8926,-8.4,116.65,10,4.0,2018-08-15 09:08:43,461.46858188126333,9071.46390333573,3150.0819560185187,2
8927,-8.26,116.59,10,4.31788,2018-08-15 09:17:17,454.84704906283264,9086.93535407232,3150.087905092593,2
8928,-8.32,116.6,18,4.2632,2018-08-15 09:23:35,455.95503520612056,9080.303129086704,3150.092280092593,2
8931,-8.14,116.45,10,4.04448,2018-08-15 15:15:41,439.4104045218753,9100.183702227556,3150.3367939814816,0
8935,-8.14,116.46,10,3.9898,2018-08-15 16:18:55,440.51206534446385,9100.185186026183,3150.3807060185186,0
8940,-8.25,116.63,10,4.2632,2018-08-15 19:48:23,459.2512522327566,9088.045213563873,3150.5261689814815,2
8943,-8.31,116.64,10,4.42724,2018-08-15 22:12:12,460.35858613165595,9081.41290986191,3150.626041666667,2
8945,-8.57,116.18,18,3.7164,2018-08-16 00:09:26,409.76365711301577,9052.59065085601,3150.707453703704,1
8947,-8.38,116.16,10,3.77108,2018-08-16 08:23:28,407.5172272594066,9073.593363367276,3151.0505324074074,0
8958,-8.67,116.01,11,3.77108,2018-08-17 02:22:09,391.0831231690597,9041.489524622433,3151.7996180555556,1
8959,-8.25,116.0,23,3.93512,2018-08-17 03:18:17,389.86359057750667,9087.926169006634,3151.838599537037,0
8960,-8.41,116.02,32,3.7164,2018-08-17 03:20:54,392.1103703117317,9070.240600296125,3151.8404166666664,0
8978,-8.25,116.6,10,4.59128,2018-08-17 15:21:09,455.94724983991017,9088.042027791766,3152.3405902777777,2
8987,-8.69,116.09,10,3.88044,2018-08-18 01:57:25,399.89053040274075,9039.30015223566,3152.7824421296295,1
8991,-8.79,116.27,12,3.7164,2018-08-18 06:05:03,419.71496628589455,9028.286546482115,3152.9544097222224,1
8997,-8.37,116.67,10,3.7164,2018-08-18 10:15:46,463.66761572797736,9074.782474641946,3153.1285185185184,2
8998,-8.36,116.19,10,4.04448,2018-08-18 12:39:07,410.81584862554774,9075.811579863741,3153.22806712963,0
9001,-8.56,116.11,10,3.9898,2018-08-18 14:15:50,402.0574239460216,9053.67919372002,3153.2952314814816,1
9002,-8.15,116.13,10,3.82576,2018-08-18 14:59:01,404.1585181860601,9099.016195459964,3153.3252199074072,0
9004,-8.27,116.03,10,4.20852,2018-08-18 15:12:37,393.1733713369506,9085.72295627346,3153.3346643518516,0
9005,-8.6,116.1,16,3.7164,2018-08-18 16:04:47,400.9672243441183,9049.253919600616,3153.3708912037036,1
9006,-8.25,116.23,14,4.09916,2018-08-18 16:06:45,415.19665678062404,9087.982322184458,3153.3722569444444,0
9007,-8.28,116.59,10,3.93512,2018-08-18 16:24:16,454.84932496677175,9084.724239174757,3153.3844212962963,2
9009,-8.78,116.24,25,4.15384,2018-08-18 17:39:07,416.4131592628544,9029.38564266483,3153.436400462963,1
9010,-8.67,116.09,11,3.77108,2018-08-18 19:32:52,399.88522946260605,9041.511526821903,3153.5153935185185,1
9011,-8.3,116.06,11,4.31788,2018-08-18 20:12:57,396.4854207520059,9082.413855164023,3153.5432291666666,0
9012,-8.29,116.22,15,4.09916,2018-08-18 23:47:36,414.10390989520823,9083.557668280311,3153.6922916666667,0
9013,-8.32,116.61,10,5.19544,2018-08-19 04:06:12,457.0561759400879,9080.304227580596,3153.871875,2
9014,-8.44,116.59,18,6.43545,2018-08-19 04:10:23,454.86772901891334,9067.035240434001,3153.8747800925926,2
9015,-8.42,116.55,10,4.48192,2018-08-19 04:19:35,450.4619513183114,9069.241533864186,3153.8811689814816,2
9016,-8.36,116.64,10,4.04448,2018-08-19 04:27:49,460.3636209760431,9075.88513597137,3153.886886574074,2
9017,-8.38,116.58,10,4.31788,2018-08-19 04:45:34,453.75981128873116,9073.667469409473,3153.899212962963,2
9018,-8.35,116.62,10,3.9898,2018-08-19 04:48:45,458.160504158863,9076.988626718894,3153.901423611111,2
9019,-8.31,116.58,10,3.93512,2018-08-19 05:04:34,453.751577812693,9081.4064099353,3153.9124074074075,2
9020,-8.4,116.56,12,3.77108,2018-08-19 05:17:10,451.56033441497067,9071.453924536992,3153.9211574074075,2
9021,-8.31,116.6,10,3.88044,2018-08-19 05:25:36,455.95391901021526,9081.40868769603,3153.9270138888887,2
9022,-8.57,116.48,10,3.77108,2018-08-19 05:28:11,442.7780768719603,9052.648183665653,3153.9288078703703,1
9023,-8.31,116.62,10,3.77108,2018-08-19 05:40:34,458.1562550302385,9081.4108543378,3153.9374074074076,2
9025,-8.61,116.38,15,3.82576,2018-08-19 06:02:43,431.78062909442235,9048.209427475747,3153.952789351852,1
9026,-8.43,116.56,10,4.09916,2018-08-19 06:26:08,451.56406189323616,9068.137215698745,3153.969050925926,2
9029,-8.32,116.61,10,4.04448,2018-08-19 07:26:37,457.0561759400879,9080.304227580596,3154.0110532407407,2
9030,-8.37,116.6,10,3.7164,2018-08-19 07:33:14,455.96063618738845,9074.775327744024,3154.015648148148,2
9031,-8.27,116.61,10,3.82576,2018-08-19 07:37:28,457.05074749796387,9085.832008700621,3154.018587962963,2
9034,-8.29,116.58,11,3.77108,2018-08-19 08:58:25,453.7492379923156,9083.617530828564,3154.074803240741,2
9036,-8.31,116.68,14,4.48192,2018-08-19 09:30:30,464.7632346142347,9081.416687562029,3154.0970833333336,2
9038,-8.84,116.52,17,4.09916,2018-08-19 09:47:36,447.2177160621588,9022.80292318038,3154.1089583333332,1
9039,-8.29,116.69,10,4.79814,2018-08-19 09:50:10,465.86266708971556,9083.628657342937,3154.1107407407408,2
9040,-8.26,116.63,10,4.71868,2018-08-19 10:42:17,459.252277306534,9086.939662008766,3154.14693287037,2
9041,-8.26,116.67,10,4.04448,2018-08-19 11:08:31,463.65748638122136,9086.943528076907,3154.165150462963,2
9043,-8.24,116.66,10,3.82576,2018-08-19 11:35:14,462.5543030206321,9089.153698622382,3154.1837037037035,2
9044,-8.35,116.69,18,4.04448,2018-08-19 12:41:32,465.8678604177379,9076.99536629839,3154.2297453703704,2
9045,-8.63,116.58,28,3.77108,2018-08-19 13:10:14,453.7897764661863,9046.028172236205,3154.249675925926,1
9046,-8.44,116.65,15,3.88044,2018-08-19 13:29:33,461.4725375299589,9067.041669913506,3154.263090277778,2
9047,-8.23,116.59,10,3.93512,2018-08-19 13:31:46,454.84364545971897,9090.252022308785,3154.26462962963,2
9050,-8.27,116.73,10,4.20852,2018-08-19 14:23:07,470.2660174998391,9085.842956993238,3154.300289351852,2
9051,-8.29,116.7,10,4.2632,2018-08-19 14:34:56,466.9638812490606,9083.62950256091,3154.3084953703706,2
9052,-8.37,116.7,18,6.70488,2018-08-19 14:56:27,466.97059030773903,9074.785117991987,3154.3234375,2
9053,-8.46,116.58,22,5.59274,2018-08-19 15:16:38,453.7693049731248,9064.822932590421,3154.337453703704,2
9054,-8.41,116.57,10,5.51328,2018-08-19 15:29:00,452.6624688761963,9070.349577937734,3154.3460416666667,2
9055,-8.39,116.9,16,4.0,2018-08-19 15:39:50,488.99080229049525,9072.585230912255,3154.353564814815,2
9056,-8.27,116.98,10,4.95706,2018-08-19 15:45:58,497.797490601732,9085.852978914105,3154.357824074074,2
9057,-8.39,116.83,12,4.8776,2018-08-19 15:47:26,481.28434658404404,9072.582581479537,3154.3588425925927,2
9058,-8.52,116.88,21,4.5366,2018-08-19 15:51:40,486.79338570317697,9058.212557867133,3154.361782407407,2
9059,-8.35,117.05,10,4.15384,2018-08-19 15:58:24,505.5051585771687,9077.00842661795,3154.3664583333334,2
9060,-8.46,116.81,10,3.8,2018-08-19 16:01:55,479.0862576368549,9064.842759840247,3154.3689004629628,2
9061,-8.33,116.83,10,3.9898,2018-08-19 16:05:13,481.28148507735295,9079.215820373058,3154.3711921296294,2
9062,-8.41,116.89,10,4.04448,2018-08-19 16:06:51,487.89050139335177,9070.37385788831,3154.3723263888887,2
9063,-8.34,116.86,10,4.31788,2018-08-19 16:09:24,484.585151024796,9078.111578090626,3154.374097222222,2
9064,-8.33,116.96,13,4.48192,2018-08-19 16:18:51,495.59564943527954,9079.219620734202,3154.3806597222224,2
9065,-8.39,116.91,10,5.03652,2018-08-19 16:21:09,490.09172298269414,9072.58549725665,3154.3822569444446,2
9066,-8.3,116.66,10,4.48192,2018-08-19 16:23:58,462.5599649508718,9082.520405114614,3154.384212962963,2
9067,-8.55,116.85,17,4.09916,2018-08-19 16:28:44,483.4930142660631,9054.894759444061,3154.3875231481484,2
9068,-8.29,116.77,10,4.20852,2018-08-19 16:31:40,474.6723549886537,9083.634643121099,3154.389560185185,2
9069,-8.38,116.86,11,5.19544,2018-08-19 16:37:38,484.5867220444569,9073.689424869932,3154.3937037037035,2
9070,-8.38,116.79,10,4.8,2018-08-19 16:40:04,476.88005534470875,9073.685994386045,3154.3953935185186,2
9071,-8.26,116.73,10,4.20852,2018-08-19 16:46:54,470.2652685848046,9086.948498696092,3154.4001388888887,2
9073,-8.28,116.6,10,3.9898,2018-08-19 16:54:07,455.9505784237726,9084.725360217217,3154.405150462963,2
9074,-8.34,116.42,21,4.20852,2018-08-19 16:59:31,436.13749224191736,9078.067423950664,3154.408900462963,0
9075,-8.25,116.78,10,4.5366,2018-08-19 17:01:04,475.77111992596167,9088.057418624032,3154.4099768518518,2
9076,-8.37,116.9,10,4.2632,2018-08-19 17:04:29,488.9902398801014,9074.796306636717,3154.4123495370372,2
9077,-8.27,116.75,10,4.09916,2018-08-19 17:10:57,472.4685487513132,9085.84439463169,3154.4168402777777,2
9078,-8.35,116.72,10,4.0,2018-08-19 17:15:42,469.17099741416973,9076.997836061775,3154.4201388888887,2
9079,-8.41,116.89,10,4.37256,2018-08-19 17:20:18,487.89050139335177,9070.37385788831,3154.423333333333,2
9080,-8.27,116.72,10,4.71868,2018-08-19 17:28:40,469.1647505790815,9085.842196702159,3154.4291435185187,2
9081,-8.28,116.74,10,4.04448,2018-08-19 17:36:56,471.3680055897927,9084.738148244316,3154.4348842592594,2
9082,-8.61,116.58,27,3.9898,2018-08-19 17:40:01,453.7873470652894,9048.239329030526,3154.437025462963,1
9083,-8.24,117.06,10,3.93512,2018-08-19 17:48:28,506.60802789868166,9089.169126241071,3154.4428935185183,2
9084,-8.57,116.91,37,4.20852,2018-08-19 17:50:17,490.09633249307296,9052.685719990737,3154.4441550925926,2
9085,-8.89,116.84,29,4.31788,2018-08-19 18:01:39,482.4084597254294,9017.305284195294,3154.452048611111,1
9086,-8.37,116.95,10,4.09916,2018-08-19 18:08:34,494.4951219608594,9074.797355560671,3154.4568518518518,2
9087,-8.36,116.89,10,3.9898,2018-08-19 18:12:59,487.8889538473888,9075.901550303517,3154.4599189814817,2
9088,-8.2,116.61,10,4.8776,2018-08-19 18:18:36,457.0432022927982,9093.570879223995,3154.4638194444447,2
9089,-8.44,116.93,13,4.95706,2018-08-19 18:23:25,492.29455182646797,9067.058250864175,3154.467164351852,2
9091,-8.42,116.79,11,4.09916,2018-08-19 18:34:02,476.882423088061,9069.26381632606,3154.474537037037,2
9092,-8.38,116.92,10,4.5366,2018-08-19 18:39:18,491.1924182866924,9073.691273121918,3154.4781944444444,2
9093,-8.24,116.87,11,4.15384,2018-08-19 18:45:59,485.6825968865529,9089.167294234005,3154.482835648148,2
9094,-8.66,116.85,34,3.7164,2018-08-19 18:47:39,483.4977778744874,9042.733680596433,3154.4839930555554,2
9095,-8.43,116.88,10,3.82576,2018-08-19 18:49:12,486.7903144899866,9068.162453092928,3154.4850694444444,2
9096,-8.37,116.94,10,3.82576,2018-08-19 18:52:56,493.39414599736915,9074.797201718615,3154.487662037037,2
9097,-8.22,116.44,10,3.88044,2018-08-19 18:56:19,438.3210421233993,9091.337581564854,3154.4900115740743,0
9098,-8.4,116.8,14,3.9898,2018-08-19 19:01:39,477.98213567096,9071.475481888054,3154.493715277778,2
9099,-8.25,116.77,10,4.42724,2018-08-19 19:13:17,474.66980160917893,9088.056798034282,3154.5017939814816,2
9100,-8.3,116.74,10,4.04448,2018-08-19 19:18:41,471.36945227694963,9082.527063806014,3154.5055439814814,2
9101,-8.36,116.72,13,3.93512,2018-08-19 19:21:23,469.1717824689073,9075.892288488656,3154.5074189814814,2
9102,-8.36,116.33,17,3.9898,2018-08-19 19:28:40,426.23114156121966,9075.840528457713,3154.5124768518517,0
9103,-8.58,116.89,25,3.88044,2018-08-19 19:32:36,487.89583160045487,9051.579598372347,3154.5152083333332,2
9104,-8.4,116.87,10,4.5366,2018-08-19 19:38:06,485.68840436246575,9071.478723839859,3154.519027777778,2
9105,-8.41,116.84,10,4.31788,2018-08-19 19:41:04,482.38617221108535,9070.371961054987,3154.521087962963,2
9106,-8.39,116.7,14,3.9898,2018-08-19 19:43:44,466.9722775727113,9072.574016296468,3154.522939814815,2
9108,-8.34,116.8,10,3.9898,2018-08-19 19:49:54,477.9787651832152,9078.108734937125,3154.527222222222,2
9109,-8.2,116.76,10,3.9898,2018-08-19 19:52:47,473.565170053554,9093.583834965688,3154.529224537037,2
9110,-8.66,116.83,35,3.7164,2018-08-19 19:56:44,481.2974757505773,9042.732755427049,3154.5319675925925,2
9111,-8.46,116.8,19,3.77108,2018-08-19 19:59:42,477.98553015624424,9064.842208700155,3154.5340277777777,2
9112,-8.31,116.79,10,4.37256,2018-08-19 20:06:43,476.8759387430633,9081.424784531104,3154.538900462963,2
9113,-8.45,116.68,23,4.04448,2018-08-19 20:11:59,464.7758328955776,9065.938947442115,3154.5425578703703,2
9114,-8.35,116.73,10,4.31788,2018-08-19 20:12:27,470.2720412253768,9076.998603500146,3154.5428819444446,2
9115,-8.38,116.85,13,3.9898,2018-08-19 20:17:29,483.485771275224,9073.689018813753,3154.546377314815,2
9116,-8.33,116.76,10,4.2632,2018-08-19 20:19:36,473.5738241479346,9079.211825093584,3154.547847222222,2
9117,-8.3,116.78,10,4.15384,2018-08-19 20:35:33,475.7741747099188,9082.52972726016,3154.558923611111,2
9118,-8.32,116.91,10,4.5366,2018-08-19 20:39:40,490.0899566407264,9080.32425037959,3154.5617824074075,2
9119,-8.19,116.78,10,4.48192,2018-08-19 20:56:14,475.76747839169815,9094.690630132478,3154.573287037037,2
9120,-8.36,116.93,10,4.95706,2018-08-19 21:21:51,492.2929733464785,9075.90255610221,3154.5910763888887,2
9121,-8.25,116.82,17,3.9898,2018-08-19 21:35:02,480.1763863925353,9088.059625159696,3154.6002314814814,2
9122,-8.26,116.71,10,3.93512,2018-08-19 21:38:40,468.06267835933426,9086.946952286038,3154.6027546296295,2
9123,-8.27,116.58,10,4.64596,2018-08-19 21:44:52,453.7469037730303,9085.82864952184,3154.607060185185,2
9124,-8.62,116.4,10,4.95706,2018-08-19 21:50:01,433.9830669749591,9047.107327398036,3154.610636574074,1
9125,-8.16,116.6,10,4.04448,2018-08-19 22:03:39,455.93733611238224,9097.992001009969,3154.620104166667,2
9126,-8.18,116.79,10,4.09916,2018-08-19 22:16:09,476.8683846405844,9095.79675158345,3154.628784722222,2
9127,-8.17,116.61,10,4.59128,2018-08-19 22:21:31,457.03998814069314,9096.887529837946,3154.632511574074,2
9128,-8.2,116.62,10,4.2632,2018-08-19 22:28:19,458.14467444692406,9093.571934888505,3154.637233796296,2
9129,-8.1,116.89,10,3.9898,2018-08-19 22:40:49,487.8810543979971,9104.645328102024,3154.645914351852,2
9130,-8.41,116.84,10,4.5366,2018-08-19 22:55:06,482.38617221108535,9070.371961054987,3154.6558333333332,2
9131,-8.4,116.94,12,4.15384,2018-08-19 23:12:58,493.39465246588907,9071.480590409667,3154.6682407407407,2
9133,-8.26,116.53,14,4.79814,2018-08-19 23:29:55,448.23916622180934,9086.928063641628,3154.680011574074,0
9134,-8.26,116.59,10,4.09916,2018-08-19 23:38:35,454.84704906283264,9086.93535407232,3154.686030092593,2
9139,-8.8,116.55,30,3.82576,2018-08-20 00:17:11,450.5113502507925,9027.229414401454,3154.712835648148,1
9141,-8.31,116.15,16,3.7164,2018-08-20 00:44:14,406.3994991955467,9081.330557937768,3154.7316203703704,0
9142,-8.41,116.88,11,3.93512,2018-08-20 00:48:01,486.7896363971179,9070.373534724567,3154.734247685185,2
9143,-8.24,116.62,10,4.04448,2018-08-20 00:52:25,458.1488678297798,9089.149731450458,3154.737303240741,2
9144,-8.26,116.73,10,4.2632,2018-08-20 01:06:31,470.2652685848046,9086.948498696092,3154.7470949074072,2
9145,-8.35,116.73,11,3.77108,2018-08-20 01:15:39,470.2720412253768,9076.998603500146,3154.7534375,2
9146,-8.6,116.81,27,3.7164,2018-08-20 01:18:26,479.0938707106381,9049.365052147781,3154.75537037037,2
9149,-8.32,116.73,10,5.03652,2018-08-20 01:30:32,470.2697755775277,9080.315240209398,3154.763773148148,2
9151,-8.35,116.87,13,4.04448,2018-08-20 02:18:18,485.6865776088496,9077.006417357938,3154.7969444444443,2
9152,-8.42,116.88,13,3.9898,2018-08-20 02:31:46,486.7899752435836,9069.267994189318,3154.8062962962963,2
9154,-8.68,116.56,25,3.88044,2018-08-20 03:04:45,451.59563738178537,9040.497778172508,3154.829201388889,1
9155,-8.71,116.72,27,3.7164,2018-08-20 03:10:07,469.1998472242081,9037.197768427372,3154.832928240741,1
9156,-8.35,116.56,17,3.88044,2018-08-20 03:16:10,451.55415128306436,9076.981761473371,3154.8371296296295,2
9157,-8.32,116.8,10,4.2632,2018-08-20 03:40:20,477.97764702068906,9080.319814835686,3154.853912037037,2
9158,-8.29,116.73,10,4.04448,2018-08-20 03:43:55,470.267518030476,9083.631871935557,3154.856400462963,2
9159,-8.34,116.8,10,4.37256,2018-08-20 03:56:37,477.9787651832152,9078.108734937125,3154.865219907407,2
9160,-8.81,116.61,17,3.88044,2018-08-20 04:22:00,457.11109415950176,9026.131229345443,3154.882847222222,1
9161,-8.49,116.57,10,3.82576,2018-08-20 04:28:16,452.6722230160997,9061.505016664454,3154.887199074074,2
9162,-8.42,116.79,23,3.77108,2018-08-20 04:33:47,476.882423088061,9069.26381632606,3154.8910300925927,2
9163,-8.61,116.84,38,3.77108,2018-08-20 04:39:24,482.3953094449919,9048.261006685563,3154.8949305555557,2
9168,-8.38,116.9,10,4.37256,2018-08-20 05:07:46,488.99052091864183,9073.6907690538,3154.9146296296294,2
9171,-8.26,116.19,10,4.15384,2018-08-20 05:46:00,410.7932563560362,9086.867969145447,3154.9411805555555,0
9173,-8.39,116.89,10,4.42724,2018-08-20 06:26:04,487.889881275051,9072.584936531463,3154.9690046296296,2
9174,-8.29,116.72,10,4.37256,2018-08-20 06:29:44,469.16630668707097,9083.631109857099,3154.971550925926,2
